text,label
tator tots are the best...I just want this thing to happen already. It's been so long already.,negative
@Takhisis_uk I think cabbages are well sexy,positive
@Hedder37 not when she's eating a bone while you're trying to watch a movie and playing and growling,negative
is awake nice and early for no real reason!  tis going to be a lurrrvly day again!,positive
goooooodbye!! see ya!,positive
"@hana77 Hehehe well at least u've got great legs to carry that dress! Btw, does your leg cream show any results yet?",positive
"@JVelthoen .. what? Dude - if you want awesome messican in town, ping me when you get back",positive
@abidabbidoos i will try and make myself realize the importance of being tied to my fascinations with my comp buds. LOL how did it go?,positive
@mikegentile bahaahaha and that is why i love you and @alexlipshaw haha barney,positive
missing my dad,negative
I don't wanna grow old and alone  haaa. watching The Holiday.,negative
@ZRHERO Haha.. I would but it dsnt look good when its tiled..,negative
Saw &quot;Koentje&quot; in a catcher outfit 2day !!,positive
@cjkkcmanning I hate even thinking about that,negative
im actually gonna miss sarah,negative
"ah, that was good  not the result i expected, which is also a good thing.",positive
@thecraigmorris you have a little red &quot;x&quot; for your eye....very abstract,positive
"@JasonShand yeah... I went to look at the DVD in question when u 1st mentioned it, and I felt nothing at all...",positive
Hangin with the family!!! Life is Good,positive
"Give a stranger a friendly smile today, u might make their day.",positive
@queenbkelly hmm it's OK. but the other picture was better,positive
"@mileycyrus go eat at the &quot;sugar shack&quot;, yum cheap food.  But yes tyber island boring",negative
Getting over the shock of being told the Church charges Â£110 to film my own sister's wedding. Robbing gits! That's not religious,negative
cant belieeeeve im back already  i wanna go back out aaa.,negative
"laughed so much today over that picture of lauren, that my chest hurts.",negative
I love getting off working &amp; meeting everyone at the bar!,positive
@ThisismyiQ aww i hope that you get better,negative
was very confused when my alarm went off this morning....am i on earlys?! yep,negative
At the el month listening to someone. Apparently she used to play with courtney love. I have kleenex in my ears cause I forgot the plugs,negative
"@bobbyedner i love you bobby , but your wrong",positive
"@maRiaNaXD no, es solo un &quot;preview&quot; haaa",negative
"http://tinyurl.com/Stackus The video is up! Take a look, excuse my voice though, I'm feeling bad today...  Oh well, more and more vids!!!",negative
@goeran aka Coding by Accident,positive
@Lisa_Veronica woo I'm so glad your back in London,positive
that was such a goood interview,positive
No more basketball,negative
@geyerdean  nawww that really sucks,negative
On msn and facebook,positive
@ti_ti Nono. Only steak and potatoes cook on BBQ,positive
"@tandrew no, dallas.  parents' house.  i've never really lived here, so i dont know anyone.  should we try craigslist &quot;strictly platonic&quot;?",negative
"i wont be able to see ashley for a really long time, cuz she's got summer school",negative
gmorning sunshine... saw the first episode of season 2 of #GreenWing last night! superb!!!,positive
"Back from Wetteren. Bought a new Clock radio with 'projector', coool stuff  (O, I also bought 2.5l icecream, jummmie)",positive
Wants to thank all of my friends who made my 16th birthday really special.  I love you all!,positive
@DanTheStartover im not shit u gonad. But lovelives can b poo  cheer upx,negative
@andrewhuntre wasn't able to perform - was thrown in the big house again,negative
"Be good peeps, catch up with you guys when I am back on Thursday. Till then, have fun working while I go swimming with the fish",positive
"#peoplethatareimportanttome    my Boo, my babies, my parents, Patti, Doll, Kimmy, all my family, all my friends, NKOTB &amp; their posse!",positive
"full flight. scored an aisle seat, but yet again no wifi on my southwest airline flight.",negative
@TheiPodWizz I sent them about 3 messages. Hope you get your account back!,negative
Might as just said you guys had to wash your hair.... Ha  #rwb,negative
VOTE VOTE VOTE!!  @TOMMCFLY IS BACK IN THE LEAD!!   http://tinyurl.com/qwey8r,positive
Wings 3 penguins 0.. welcome home boys! Suck it chelsea! Age and experiance win over hot and young anyday!,positive
@drsimonc Really good,positive
I think Paul Mooney is a comedic genius. Good Night All in Twitterland.,positive
"@vbjb123 awe  but hey, she gave you life... lol.",negative
Watchin Stomp The Yard wif da sis and Lil Robzzz,positive
@ashiebutt you can say worm is the best!,positive
@Majestic76 hour just to check if Jon had twittered. Have a major headache fr such disruptive sleep pattern.,negative
@JAKAZiD I made the mistake of NOT avoiding the latest Bonkers. I think my image of the series is tainted upon repair. AATW ruined it,negative
"going to my daddy, and it's sunny! need to go out",positive
last shopping spree,negative
@ceannieboy I wish I was there. God I miss it! Enjoy the clouds for me,positive
@loljkjk_jj  well maybe you cant but i can  jk.jk.lol,positive
@khuranakaran and a donation campaign sounds good.. only if it could work!  not sure baout SCAD reviews though,positive
@GiggyPig you're not the only one who likes deepness,positive
studying for exams .. again ..,negative
"@sexysexyaha i was going to go on tuesday night, but i was SOL. they sold out",negative
@Mandums WHAT?!?!? I THOUGHT I HAD THE EXTENDED VERSION!! OK NEXT TIME WE ARE ON MSN TOGETHER U SHOULD SEND IT TO ME,positive
trying to figure out why life hate him so much...........but still dun have a clue,negative
is nervy about tommorrow and can't really be bothered  Greece was AMAZING however!,negative
Del taco at 1 am. This is high class living right here,positive
Don't forget to check out yahoo Dixie Dreamers!,positive
"@ahj Aleddddd! I'd call in, but I don't think I can though. Hmm, will listen though",positive
@AJlovesmusic hahaha i really liked meeting you  haha no se si estara bien escrito... pero bueno xD nice to met you! xD,positive
final exams time....sucks,negative
Good morning tweeps,positive
@dotmariusz I can give you some  How are you Mariusz?,positive
has a baby that likes to sleep all day and party every night.,negative
@1sideofnamprsnd i want olive garden!,negative
@Kez_luvs_music  I applied for flybuys a few nights ago,positive
ahhh teeth are hurting ouch  i swear they are doing it on purpose,negative
@thooor thats just silly,positive
@HeadlineGirl imma be at the lone tree one. Fml,negative
just chatted with noor via yahoo chat. it was good to hear from her,positive
"DID YOU KNOW THAT @WTCASHLEY IS A BITCH?! ahahahahah, just kidding, i love her",positive
"&quot;High School Musical 3&quot; is just as corny as the first two... is it bad, then, that I watched all three today... and enjoyed myself?",positive
@travisc94 sweet! release is wayyy behind,negative
I hate when Chase falls asleep before me and I can't sleep  yuck...I'm so exhausted tho what's wrong with me?!,negative
researching schools with no luck,negative
@lucullian Could you send some warmth to us in chilly Sweden? Pliiiiiis...,positive
Morning you lot,positive
wow!! whisler BC is the place to be! staying at the 4 seasons..not enough shoppingh though,positive
has a welsh exam later,negative
chillin with the momster on the deck  love love her,positive
"@genjones32 Agreed, too bad it's a money making machine that Microsoft has gotten the stuck in. :\ Bungie is a great dev though, too bad.",negative
Waiting to here what the big news is about the Giant Panda Program at Zoo Atlanta ... don't want to see Mai Lan go,negative
Good Day Twitter,positive
"yummi yummi first going to eat something (bbq, I love it)  and then meeting my friend whos back from India yeahh I missed her",negative
Vincy 2 The Bone Baby.,positive
"Sadly, i dont think that winning streak will come after the past few games.....",negative
@MelissaCharron I'm sorry you had a bad day too  I hope yours is better tomorrow &lt;3,negative
"@hfwardhouse LOL, true. Aaah, can't wait!",positive
Cant find my itouch  C-ice,negative
@KirstyWrites yeah I know a few people in some of the major speech vendors out there so should see what they know!,positive
Cathie and I are missing the Lighthouse family this morning  http://yfrog.com/86jnbj,negative
@Finnimbrun awww    not gd. At least you've done your gd deed for the day,negative
@JadoreMarmite  Oooer the thought of camping just makes me itch,positive
vomito again,negative
"my bed feels like heaven right now, *sigh*",positive
"@energeticspace If I can run by then, I will join you...miss running",negative
háº¡nh phÃºc khÃ´ng láº½ chá» lÃ  trong khoáº£ng kháº¯c,negative
"so it's tomorrow, and i'm stoked. and i should be doing revision. and i'm not. and i don't care.",positive
Ordered my iPhone today...but I won't get it until next Monday.  Operation Waiting Impatiently is a go!,negative
i'm lost this morning without teri as she is on a &quot;field trip&quot;,negative
watching skins!!!!!!!!!!!!!!!!!! i heart sid!,positive
Just had to take a shower in cold water. And that sucks.,negative
@bluebuttons Wow that is definitely going to be Matt and I. Can't wait to see you Thursday,positive
today i go off early.. kak fina is so obviously sick of me  HAHAHA,negative
@irmaabb  oh well hahaha so what's up my loveeeee,negative
"@MissTattoo i have learned to save stuff to my dvr and either cook or eat while watching, aww i am a fat kid hrmm",negative
i just home in sac from going to sj pride. Brandy and Kat De Luna were awesome. This was my 1st time going and I had so much fun!,positive
romy &amp; michelle's high school reunion is an amazing movie! but its making me sad at the same time cuss its bringing up some old memorites,negative
I think my laptop died last night,negative
"TO Women's half not as badly organized as thought it would be, but still not keen on necklace.",negative
The pie is GOOD,positive
@redlemons where are you?,negative
@davidhastopee it was the back door! And that wasn't me!,negative
So heart broken over a poor sick little baby....,negative
"Getting press release stuff for Autumn already, thought it feels like winter today, where has the sun gone!!!!",negative
@mandyhornbuckle I called my therapist. We're cool. She talked me off my first floor deck.,positive
"Ahh, finally. This laptop has TwitterFox!",positive
Who's going to church with me? I have to pray for tomorrow,positive
says I will survive.  http://plurk.com/p/ujvht,positive
"working outside with my mbp, not so bad for a day &quot;at work&quot;",positive
@Casadee yeahhh  meet at 11?,positive
HOMEEEEEEEEEEEEE  had the best night ever. ilovecraigeryowens.,positive
@spinmerightroun  I have a custom order for 400g! A lot of spinning to do. Just going to weigh it up now,positive
@dj_priyam @baxiabhishek yay! free ka khana @ Gulatis is always a #WIN,positive
"@christaaaah yeah,I know.  ano ulit yun?analog heart then...?",positive
Vocal recording tonight! Download is gonna be schweeeet! Heard it might be raining though,negative
Really really doesn't want to go to work on this glorious day,negative
"@MCRmuffin If I played guitar,than totally.But unless you have the bass tabs(that song doesnt even have bass I think)I couldnt use them",negative
iiss innn ictt withh lauraa,positive
@PimpGangstaPoet well quit forgetting  haha. Can we still be friends?,positive
can't find my copy of Quaker Advices and Queries (the small one not attached to QFP). another item that travels so much w me it got lost,negative
everyone follow @HabbohutFM coz it has now friends loner much,negative
@NelldaMYLF it's my baby o wuv it! lol. i don't see any bb's that i like,negative
OMG I CAN'T BELIVE I LEFT MY LAPTOP ON THE BUS!!!,negative
@JPMizDELiCiOUS omggg twitpicccc ittt noowowowoow or blog ittt,positive
"@ameliaroses I KNOW, RIGHT?! It's just my exam book but some other stuff in my other 3 books as well",negative
Lunch time over... already!,negative
"@danaaa You saw the pictures at the end, right?  how funny do you need it to be? I was laughing constantly.",positive
getting ready to go out and walk the dog.,positive
Here's another one you gotta watch - http://tinyurl.com/d8ehp7 Reminds me of Obama's Inaugural Concert,positive
"bbq time, ah yeah! first of the summer. shame i'm burnt already so will be in a t-shirt",negative
My wisdom tooth is popping out and it hurts so bad.,negative
@rhickok The paper cuts,negative
cant work out if hes playing games or not,negative
Now watching tropic thunder,positive
I really wish I could go to the NHL draft,negative
erggh im at home for the 3rd time this week . this is getting ridiculous now. i just want to be better !!!,negative
has made a decision and is resolute. Off with their heads!!  LOL!,positive
"@itsabeta I hate to say it, but at almost 3am in the morning, turning our twitter avatars green is the best we can do for now",negative
@Edith1969 Wow..Simple Minds..great band!  Maybe you were...sometimes you just feel at home somewhere and you dnt know why!,positive
Just had a kit-kat sundae. I really need to start working out,negative
@cavsfanatic My Avira is going nuts when I try to visit Jess's Nicole site,negative
@HIstapleface i dun like it,negative
Ugh. I didn't really finish my CS  I turned it in as is. I will be able to do better now though. Less distractions. lol,negative
And Tiger wins again  #golf,negative
"EYE CANDY &lt;3 Chris is mad awesome and sexy in this song, same with Emma and of course JOSE like all the other songs",positive
@cybo42 The more you read about it the more you like it,positive
Think I'm getting sick,negative
"Awwww, another spam comment on my site",negative
my eyes hurt,negative
I DONT WANNA GO TO WORK !!,negative
@rebeccabaisden I'd eat that!  Where are you?  I'm coming over!!!,positive
I'm hungry. Gonna get something to eat soon,positive
Just spent a bunch @ grandpas cheesebarn.,positive
Sheez! 17 days to go paaaa. Hayz. Ang tagal.  www.inkjolly.net,negative
@christinaxobaby Hope you do too,positive
Laying in the sun waiting for M,positive
"Awed and Inspired by Prez. Obama's Speech!! Wow!! I never got to see the Indian Prez. in person, but I got to see the Prez. of US!!!",positive
got to gloat - you lot all got a bank holiday two weeks ago but its my turn now,positive
I'm missing Chicago being back in suburbia.,negative
thus ends a pretty reasonable day at the office - my brain is coming out of its post holiday haze,positive
Looking forward to tomorrow,positive
launch time,positive
@rajtilak thanks for the followfriday promo.,positive
@shadowfish But I'd have to drive  Or get a taxi. Do you have a pool table/jukebox?,negative
"i worship U Lord i worship U, i follow U oh Lord i follow U, U fill my life with happyness and take away my emptyness!!",positive
@kaaatt and i missed thirsty thursday,negative
i am the only one in the house sleeping alone. boo,negative
BITS GOA forces chief warden to resign after a mass revolt lasting 4 hrs....way to go ppl!!!,positive
I'm peeling.  but on the bright side I had such a fantastic day!!,negative
Had a good first days WE at the herald,positive
"@JonathanRKnight It's Berlin/Germany, you've overslept",positive
So far my iphone as been restoring the backup for 12 hours and it's only halfway done!!! Is it really supposed to take so long?!?!,negative
"thinks @toddstfu is being a baby and hopes his big gulp rocks him to sleep tonight  thank you, that is all.",positive
"@markzettlemoyer There was that, syncing between mobile and desktop apps didn't work for me, no shortcuts, no conversation threads, etc.",negative
@ihate_you me too  these assholes they are,negative
"Sadly I might be too tired to start pinning my design tonight...and it's only 8pm  Maybe I'll do one part now, one part in the morning?",negative
@danibalhentonel a fine environment of co-workers you got there,negative
My toaster takes ages.,negative
is looking 4ward 2 my birthday,positive
Im watching a childhood video of me and my family going to a zoo sort of place. At the moment me and my sisters are singing &quot;hello daddy&quot;,positive
"@NameCheap You keep changing the contest's start time.  The email said 12 am EST, the contest page said 11 am, and now it's 8 am. ;_;",negative
Very sad about our stray kitty    Going to comfort myself this evening by cooking up a storm and stuffing my face- vegan lasagna.,negative
@CreepyTony That sucks about your wallet.,negative
@noreenhanafi i didnt enter  shame on me i could not go even if i won so hope some1 i know gets it !!,negative
@craigeth I took like 25 and used... 3,positive
"#followfriday(revised) @mzlaffy(aka @GottaLaff), 4 not holding back on her views, @Cody_K she got robbed by @twitterwall  &amp; bein rlly cool",negative
@CosmicMother i did as they were the best flavoured ones!! sorry,negative
John Candy and Tom Hanks,positive
OMG!!! i have finished reading the Twilight Series. What do I do now????????,negative
im scared we are going to have a tornato,negative
@EstelleDarlings so jealous.... i missed it bc of work,negative
Why can't I buy the Nokia N97?!? Amazon says &quot;cannot ship to this address.&quot;,negative
@fartingpen ahem! yes..!! v used to have a bounty of bootlegger contacts @ coll  @sudhamshu,positive
"@ the casa with Adri and Becca, whats up with tonight Vegas? Hit me up",positive
@prinsezha aw... thats very nice. Sweet and simple is the way to go,positive
Morning everyone!!! Anyone fancy some l4d in a bit???!!!,positive
@adam_macdonald Yes  it was great.,positive
Late to work and still feeling like poo.,negative
No more Heroes or Chuck,negative
~still wants to know why no &quot;reply&quot; link next to each of my tweets.,negative
is making coffee...,positive
@JusticeZERO Well thats just mean spirited  I'm up now wanna go to chik fila?,negative
"Lost my first bet.  Teraath, you failed me.",negative
"Help me offset 1 million pounds of carbon this year, go to http://tinyurl.com/nech2u once a day. You CAN make a difference",positive
"@etniqminerals nice! my morning is ok, a lil sleepy but forcing myself to be productive!!",positive
@danifabulous settle down yeah right... I'm not a feminsided male  I stand my grond.,negative
@jora Your favorites are lovely!  No surprise.,positive
@isacullen i want more,negative
@otisframpton Oh I'm so sorry   My condolences.,negative
@TheRealJoelted you have a pic,positive
haha i love these kids videos im glad i didnt have the internet when i was younger or i might of put this shit up too  http://bit.ly/ ...,positive
i got a Fred key chain  Judy would be SOOOOOO jealous:3,positive
I'm at the bike stop and this man was eatin him out. Seriously. His armpit,negative
gas prices are sucking again.,negative
@heyalexiya okok! that's good!,positive
Next up SK gaming vs eMg! RMP counters go go go,positive
there is no new daisy of love episode tonight because of the mtv movie awards,negative
@jmbuckingham yes I am ok. You? It's 10am....need to get motivated,positive
is going to marshaltown to visit alex's papa for the weekend  should be way fun,positive
Today I WILL do geography revision. If I get distracted come on here please tell me off. Cruel to be kind and all that.,positive
wow. that gambling granny crap'd the hell out of that Atlantic city casino.,positive
Trip Report: a 45 min drive quickly turned into an hour and a half drive. All because I thought express meant faster,negative
Packing my things to move... @Catthyy 's home tonight,positive
a see of purple and white... love it   http://twitpic.com/7i76g,positive
"@Oblivion Haha, maybe! Ask your wife, it's ALL gloom in Chicago",negative
"I spend 4 days at a play my friends performed to help with make-up and costumes, I already miss it",negative
@PintUnspecific Sigh - It depressed me so,negative
"å¥½ã?? 04å¹´çèµ¤è¥¿, å¤§å¥½ã??!! ä»å¤©è¤ç¿äºSUMMARY..ä¸å»ä¸?è¿çç¾å¥½é?æ¥å?¶  http://plurk.com/p/xo5yl",negative
has updated her plurk!!! (LOL) ;-) :-o  ) http://plurk.com/p/z1r66,positive
"probably, right now i'm enjoying what i'm doing .. and not feeling bored anymore.",positive
"@EthanSuplee You're probably promoting the fascist party, but hey, it's just a poster, right?",positive
@ConservaTeacher Me too! lol I'm afraid we must come to the conclusion that we'll never look like Angelina Jolie &amp; just accept it! lol,negative
ughhh i really wanted to go to six flags today but i have so much crap to do for my parents that i had to stay in  Happy Birthday Jackee!,negative
ugh mother's day. whateves. omg diva is going to have her baby any day now. hopefully today. her stomach has dropped and she's waxing up,positive
*shrugs* guess you've all goneski now,negative
spending time with the sister and her roommate,positive
"is on break, really happy Nick came to visit her.",positive
Today starts E3 bitches! If you aren't there then watch it on tv stupid! G4 is hooking us all up with the good stuff,positive
Stuck in traffic.,negative
"#dontyouhate forgetting cyootsy Watchmen pins that the boy who isn't Michael Cera, or Demetri Martin gave to you?",negative
I like Flawless but it seems that Diversity is much more coordinated with their Dancing  @ Britains got talent,positive
@skinner You're welcome. I had just said tweeted about a theme that doesnt measure up. good timing.,positive
"If you're going to have to do it again and again, i don't want you anymore  - http://tweet.sg",negative
I've hidden the most important thing to me and I've hidden it so well idk where it is..,negative
Ð? commons Ñ Ð±Ð¾Ð»Ð³Ð°Ñ Ð½Ð°Ð·ÑÐ²Ð°ÐµÑÑ?Ñ? Â«Ð¾Ð±ÑÐ¾Ð¼ÐµÐ´Ð¸Ñ?Â». Ð Ð²Ð¾Ð¾Ð±ÑÐµ Ð¾Ð½Ð¸ ÐºÐ°Ð²Ð°Ð¹Ð½ÑÐµ  #ruwiki,positive
What to wear tomorrow =| .. ?? Hmm.. I have to coughs  boo.. Whack x] #fb,negative
@mrsufodike yaaaa!!!  Party.  Man I wish I was still in ATL!!!  Missing out on all the fun.,positive
@rjs139 We are SO ready!!  Even got a new clicker for my PowerPoint and a new projector - how swisho are we! Not many sleeps to go now,positive
No satellite signal is being received ..,negative
@dean_cummings How come others ahve got sunshine and I haven't,negative
Checking out new Groups in www.ciscolivevirtual.com. Are u attending from Ohio/St Louis/Austria? Groups created you should join  #clsf,positive
@David_Henrie   david youre so cool and so handsome i love you so much!!    lol ...,positive
Got a bad headache yesterday afternoon.  It's still hanging on.,negative
wants to napp now that excitement has died down while i wait for @markhoppus to add the date. warped in 27 days!,positive
know what?bethany joy galeotti is really a great singer..,positive
@selenagomez LMAO.... HAHAHAHA THATS TOO  FUNNY,positive
@SEKert I am lost. Please help me find a good home.,negative
At Hollywood Studios with Greg and Robin,positive
-Justt woke up .Tiredddd. .Ill talk to you Jantzen!!,positive
"@Jamiew09 haha so did u like my body then?? Jk... Cool name, bro",positive
@tishtashtoys No did SW twice and never lost a lb! too many years of starving myself and over exercising has messed my metabolic rate,negative
Can thingss get anymore shit than they are really really hope not.,negative
300 followers! Woo Hoo! Thank you followers! I hope I'm keeping you entertained,positive
@jackalltimelow @adaytoremember feel better i love u  its jacks birthday his penis is still that of a 3 year olds though nothing personal,negative
@LisGarrett Then she would be needing a snack.,negative
"Quick pack and back to London... so much for my 4-day weekend, it's all gone in a flash and I'm back to working 5 day weeks again",negative
It's 4:06am and being sick is keeping me awake. I just want to be better and go back to sleep.,negative
there's only 6 people following me...,negative
Ashlee put Easy Cheese in my coffee D: now i have to make more,negative
@LynnSerafinn Good luck with your book launch today Lynn - you must feel very proud,positive
Sitting on the dock on the crystal coast eating lunch before the wedding - nice,positive
so here comes &quot;next month!&quot;,positive
@Lynne90 i cant believe how close tuesday is,positive
@chinchinchoo lol. you should come here at 530pm on thursdays.. we get the dacing goin on  Its contagious.,positive
"@fredstock For the love of all that is decent, I hope he did not",positive
is skipping along to (yet another) mad party.  what is so good about Sept that there are so many June babies?!,positive
woohoo! love my pet. 1 lost in our race.,positive
@notesandchords I'm home now but you're not online,negative
the best thing about thin lizzy's live and dangerous album? the pissed irish people in the background...  not robbo at all...,positive
"Gudnyt tweeps.Im all studied out, hopfuli twas enuf. tweetdreams",positive
Changing the plan for X Men for the nth time!,negative
"@haggisandtoast hey man, i see you got that infamous demo. would you mind lending me the code? it looks so awesome",positive
Now even Yvie is wondering if she saw Gabriella's post on facebook ... think so,positive
"@MarioSoulTruth &quot;dont when i dive, i dive deeeep!, lmao! i luv it! song goes oooo so hard!",positive
is going to try and sleep i have an upset tummy,negative
is going to take a nap before going for BM tuition.,positive
Art by strickland - RedBubble   http://bit.ly/wjajg // What?! Rats?! Yes - And how cute!  #photography #redbubble #photogs #rats,positive
@freyaclan  something in particular wrong?,negative
Had ramen at Yachiyo today. The egg was a bit overcooked instead of being all golden and delicious and gooey,negative
Guess I really do  need kettlebells!,negative
ok but in for an op in 3 weeks and a biopsy,negative
Still in Philadelphia. Flight delayed again  If I'm lucky I might just arrive in Montreal in the next 3 hours. Fingers crossed!,negative
I wish I bought the London Overground mug when it was available!,negative
Geography coursework done and up to date - Finally!,positive
"I just saw a huge spider crawling on my wall, then it went behind my bed!!",negative
heading out to CA where the waether looks sunny,positive
Trip may be cancelled. Mechanical problems.,negative
@sneaketh I hope you had a fantastic celebration at Shawshank Redemption,positive
my ceiling light just died.,negative
My personal favourite... The Penguin of death  http://images.officedog.co.uk/size600/product/39/3903.jpg,positive
@zschiller Sorry  It's all sorted now! Thanks for the suggestion! Worked a charm.,negative
work 9-12:30,negative
@helloxxtaylor i know!,negative
"Just got back from AC. Why am I not freaking out of the midyr exam ? :o HAPPY MOTHER'S DAY, MUMMY",positive
back  at  school...........mmmm english exam 2day,negative
@sundayrevival @joaniemaloney gotdommit! guess ill be youtubing it lol. #selffail  lol,negative
my twitters being stupid &amp; not letting me upload pics,negative
@bydesign76 poor amy  it's not running. at all. ...and it's super expensive to fix. Suck.,negative
"@STXherry I so agree with you. I was planning to update about Laughter. Gotta have Laughter.Yeppers, Thank God for Longhorns...Hook 'em!",positive
@dannywood That's great Danny but aren't those rehearsals and performances on stage a workout??  I need to go work out myself!,positive
"off to eat now, pics of the 'squad car' to put up later.. turned my Data Roaming off on my iphone, so no mobile Tweets/pics for now",negative
teehee... just set my facebook username to 106percentawesome,positive
@JasDunham Thanks but it won't crop right,negative
princess james is graduating today! so proud of her!!!,positive
"@markmadison Nope, no IMAX this way, just a regular old theater, but that was fine",positive
"Ugh I wish I could do a redo on all my sleeping patterns they are so messed up. After getting no sleep sunday night, I slept 4 hrs yest",negative
"@DannyMacRant Well, it was more them laughing with me.  Even I knew there was something desperate and goofy about eating beans from a can!",positive
don't call or text me. my phone is broken,negative
Pics are turning out great. Problem is I only brought one 1GB memory stick,negative
is soo sick...  gone to work until 130.. then i think ill nap.  Have a great monday !,negative
@WeTheTRAVIS SO HAPPY FOR YOU!!!! and i'm a little jealous.,positive
Karaoke was pretty great. Honami has less than a week until her farewell party!,negative
sad that our long-standing GM Greg Dee is off to the ABC,negative
@Tyrese4ReaL thats not fair! im too far away  lol,negative
@Tikitender @bebelestrange68 yeah sooo not fair. No one asked if we wanted to go.,negative
"@Brantanamo heeeeeey, shame on you, Antony! how could you do that to @LittleFletcher? You're so bad, poor girl  I hate when ppl scare me!",negative
ARRRRGH!  im waaay tooo exicted atm!  nothing is for sure but still excited DX,positive
getting some clothes bby!,positive
"@mileycyrus http://twitpic.com/6shtr - GOD IS WHIT YOU.. NEVER FORGET, HE LOVE YOU  BLESSES FROM COLOMBIA  !!!",positive
"wtf facebook, stop giving me warnings",negative
1/ WideNoise iPhone app reviewed http://tr.im/n905  2/ Motivational Design reached the homepage of Slideshare http://tr.im/modess Cool!,positive
wishing i was doing something with my summer,negative
@msjbobby hahhaha . chinese yeaa? goodluck honeyy  you can do it!,positive
@rach_e Looked at them but they are Â£30 more so was hoping to try and save myself a few quid. Not look likely though,negative
@crazytwism Good afternoon  Who kept you up all night ? ;),positive
on bike to find froyo!,positive
@lonelysandwich @sexysadie Except it got even worse with Starship.  Such a sad end.,negative
"off to bed, night every onee",positive
@MattShield I'm at home. Should have stayed on at uni I reckon.. Not gonna get any sleep 2nite as I have so much 2 do!!,negative
Just woke up  Welcome day Off! :'),positive
@beanford oh I hear ya! RL sucks sometimes,negative
@KashadGray yee sounds good. Nightttt,positive
"@anginator_x3 ok, can I hangout with you after my seventh period exam cause I have no where to goo",negative
wishes there's som'thang to do on a pretty day.  bored to death. http://plurk.com/p/xhdsz,negative
Arghhh it's 5am and Im still wide awake!,negative
"@salspizza could be a good idea, or tee-shirts with our numbers on them....",positive
"@charlestrippy My friend got the ghostbusters video game, but has yet to tell me anything about it.",negative
all my credit is gone  $140 gone within 3 phone calls,negative
skype date with @torileighed!!!!!!!!!!!!!!!!!!!!!,positive
still no success with my restore,negative
So annoyed because someone gave my last pieces of good cheese to the dog!,negative
@pranotisurve welcome to twitter,positive
Happy Mothers day to all the moms out there. Wish I could see mine today. Fuck Work!! Special shout to Sheena and Yan!,positive
@Skittmon I dunno. Just in a fantastic mood.  And I'm still awake. :|,positive
@KNEELEESA Nothing I just thought of that right now that it made me giggle,positive
@iamtaylorb yes. but my car isn't. it's a sad car now,negative
backache,negative
"is exhausted, Bamboozle was amazing",positive
@michrod &amp; @LouRamirez!! NO you are not &quot;mamey&quot; !! Michelle just sent me the definition of it! Lou you know You Rock!!,positive
@heatherpayne I got in a car accident  cuz some guy ran through a stop sign onto a main intersection. Luckily I only got a concussion.,negative
Still queasy erh . And no medicine is really helping . I think i might have to call it a day early,negative
hmm... didnt tweet in a long time.. won't be tweeting for some more time   Exams beginning this week...!,negative
School...were watching a sa movie in health.,negative
"@jeniffery Thank you! I'm beyond excited, if not a little out of my mind.    You'll have to come to Chapel Hill for a visit.",positive
This pain is ridiculous,negative
"just got back from shopping in poulsbo, now resting until I meet Chad at 8 for the Hangover",positive
"http://twitpic.com/6tf4t - Where did the sun go? It's really hot out here, but no sun",negative
going to sleep; Tired but really happy.  MCFLY ?,positive
"i'm supposed to do stuff for school, but reading last nights tweets is more interesting",positive
@marysierra thank you!!,positive
@candeborio Yes I am,positive
Heading out to teach another waxing class. Wax on...Hair gone!,positive
@haraya really? alumni can do that?,positive
hope Casper ain't brokeded.,negative
just bought Blink 182 and Warped Tour tickets...super excited for No Doubt tonight,positive
"@WN737_FlyGirl Nope, NONE!  I have tears in my eyes and just want to cut it off with a hacksaw!",negative
SUMMER TWEET SALE: Get a custom Twitter layout ($74) for ONLY $47  ! Till FRIDAY only! Message me if interested!,positive
@vcha you should say mlia instead of fml  i hope you find it soon,negative
"@davidarchie got tickets to go in, in the end, was front tow but you did see me  cant believe i cried when met you! thanks for yest! xoxo",negative
"@scriptamanet ew, worst of both worlds.",negative
"@EdPhilips Thanks for following... I don't have an alcohol problem, though  I know the first step is recognition and all... happy tweets.",positive
I really feel like watching night at the roxbury but i can't find it anywhere,negative
"@yearoftherat ..also, http://bit.ly/LfUmz   DAE HAN MIN GUK!!!",negative
"grrrr, wish i could go to sunfest to see David Cook  i'm bummed now",negative
@garlicgirl It seems like a lot of us are tired. I went to the basement because it was so windy and I am super scared of tornadoes.,negative
internship go moved to next week.. slept a little bit later now i woke up frm my dream and wished it wast a dream!!,negative
"@l05t06 That was so messed up! @Fyouseekamy You should sneak 'em in his drink, while he isn't looking.",positive
@Butterfly_Sing awwww poor kya... that sucks  do ya plan to get another pet later?,negative
"@dougiemcfly only in rio didn't have meet. sad, very sad",negative
"wow.. i took care of a reaaaaaaaaaally drunk girl yesterday  that party was a hit, but i couldn't enjoy it the way i wanted",negative
My tummy hurts,negative
@jayneelu  TY!  I had no idea Dane Cook &amp; DDub were friends...I &lt;3 Dane Cook's funny ass even more now!,positive
@VernishiaRenee right! @justkappa is taking it to church even on a monday morning!  i need you as my inspiration...,positive
"@danie9027 I can't help it, Detroit is so boring now!!",negative
